Customer_ID,Age,Income,Credit_Score,Credit_Utilization,Missed_Payments,Delinquent_Account,Loan_Balance,Debt_to_Income_Ratio,Employment_Status,Account_Tenure,Credit_Card_Type,Location,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Age_Group
cust0074,21,36447.0,448.0,0.878607283,3,0,13355.0,0.187290255,self-employed,11,business,houston,on-time,on-time,missed,late,on-time,missed,Young
cust0075,19,159188.0,835.0,0.505224486,5,0,96507.0,0.453436353,employed,16,platinum,los angeles,on-time,on-time,on-time,missed,on-time,on-time,Young
cust0076,23,181267.0,542.0,0.05,6,0,24851.0,0.282236329,retired,12,platinum,chicago,missed,missed,late,missed,late,on-time,Young
cust0077,71,107658.0,611.0,0.677289639,6,0,23908.0,0.330510673,employed,1,student,new york,late,missed,late,on-time,missed,missed,Retired
cust0078,59,59425.0,577.0,0.05,0,0,65548.0,0.209039892,unemployed,12,platinum,phoenix,missed,on-time,on-time,on-time,on-time,on-time,Senior
cust0079,21,97844.0,728.0,0.795229222,2,0,82909.0,0.372298626,employed,6,business,los angeles,on-time,missed,on-time,late,on-time,late,Young
cust0080,71,115235.0,427.0,0.71671698,1,0,31454.0,0.254625839,emp,9,platinum,houston,missed,on-time,late,on-time,on-time,late,Retired
cust0081,46,189358.0,824.0,0.854842501,3,0,4617.0,0.364922879,retired,5,business,los angeles,missed,late,late,on-time,late,on-time,Mid Career
cust0082,35,88847.0,686.0,0.552053112,4,0,92329.0,0.375739347,retired,2,platinum,houston,late,late,missed,on-time,late,late,Early Career
cust0083,43,172504.0,835.0,0.427722847,5,0,28298.0,0.235236789,unemployed,2,business,los angeles,on-time,missed,late,late,missed,missed,Mid Career
cust0084,61,115235.0,820.0,0.409979773,4,0,10942.0,0.187647088,retired,17,platinum,houston,late,late,missed,late,late,late,Senior
cust0085,51,186230.0,336.0,0.390747966,2,0,51440.0,0.453189992,emp,10,platinum,chicago,on-time,missed,late,on-time,late,on-time,Senior
cust0086,27,80215.0,572.0,0.696213731,5,0,12707.0,0.280770097,employed,19,gold,new york,missed,missed,on-time,late,missed,on-time,Early Career
cust0087,53,141131.0,601.0,0.642454298,3,1,92865.0,0.322484882,unemployed,4,business,chicago,on-time,missed,on-time,late,on-time,missed,Senior
cust0088,31,188416.0,680.0,0.524045127,0,0,35598.0,0.348546452,retired,18,business,new york,on-time,late,on-time,late,missed,on-time,Early Career
cust0089,48,129585.0,458.0,0.355563738,4,0,51431.0,0.174629987,retired,18,business,chicago,on-time,late,missed,late,missed,on-time,Mid Career
cust0090,65,127856.0,361.0,1.025842526,2,0,2200.0,0.346266614,emp,14,standard,chicago,on-time,late,on-time,missed,missed,on-time,Senior
cust0091,32,90353.0,664.0,0.682474923,3,0,20525.0,0.309912654,employed,15,platinum,los angeles,on-time,late,late,on-time,on-time,late,Early Career
cust0092,25,18709.0,444.0,0.180457616,6,0,44437.0,0.23564693,employed,8,business,phoenix,missed,late,late,on-time,on-time,late,Young
cust0093,31,90353.0,372.0,0.396748797,6,0,59192.0,0.184346402,retired,3,standard,houston,late,late,missed,on-time,missed,on-time,Early Career
cust0094,40,107658.0,439.0,0.686355219,3,0,17401.0,0.360588555,employed,14,gold,houston,on-time,late,missed,on-time,on-time,late,Mid Career
cust0095,74,35056.0,648.0,0.340092216,3,0,67236.0,0.412771201,unemployed,11,business,houston,missed,late,missed,missed,missed,on-time,Retired
cust0096,57,90353.0,306.0,0.570309592,3,0,11251.0,0.317859052,retired,2,business,new york,on-time,late,missed,late,missed,missed,Senior
cust0097,38,121357.0,742.0,0.69015926,5,0,8110.0,0.156553466,self-employed,13,standard,houston,on-time,on-time,missed,missed,on-time,on-time,Mid Career
cust0098,33,152326.0,383.0,0.05,3,0,10778.0,0.194266718,unemployed,16,platinum,houston,missed,late,on-time,on-time,missed,on-time,Early Career
cust0099,62,189197.0,639.0,0.47839246,4,1,50183.0,0.256787629,employed,18,gold,los angeles,missed,late,on-time,missed,on-time,late,Senior
cust0100,35,54298.0,495.0,0.486241831,2,0,13355.0,0.456461974,retired,5,business,chicago,late,missed,missed,late,late,late,Early Career
cust0101,64,106007.0,820.0,0.417585509,5,0,11061.0,0.275324934,emp,3,platinum,houston,on-time,late,missed,late,late,missed,Senior
cust0102,70,155734.0,563.0,0.560339027,3,0,79354.0,0.253143108,self-employed,6,gold,phoenix,late,missed,missed,missed,missed,on-time,Retired
cust0103,41,163216.0,429.0,0.631503921,1,1,45776.0,0.13265152,retired,18,student,houston,late,missed,late,late,missed,on-time,Mid Career
cust0104,43,107658.0,679.0,0.528410189,1,0,60628.0,0.234331521,employed,16,student,new york,late,on-time,late,late,missed,missed,Mid Career
cust0105,42,178165.0,383.0,0.425234521,2,0,45776.0,0.176706365,self-employed,15,gold,new york,missed,on-time,missed,on-time,on-time,late,Mid Career
cust0106,62,99076.0,340.0,0.62652426,6,0,30443.0,0.199682017,retired,14,standard,new york,late,late,late,missed,missed,missed,Senior
cust0107,58,117023.0,339.0,0.509810682,0,0,42556.0,0.311995068,employed,7,gold,houston,on-time,on-time,late,late,late,on-time,Senior
cust0108,46,127816.0,820.0,0.453859917,0,0,94000.0,0.259883579,self-employed,18,gold,los angeles,missed,missed,late,on-time,on-time,missed,Mid Career
cust0109,32,19748.0,354.0,0.237544123,6,0,29584.0,0.469949445,employed,7,standard,phoenix,missed,late,on-time,late,missed,late,Early Career
cust0110,62,170026.0,523.0,0.187469043,5,0,64950.0,0.407800337,employed,17,standard,houston,missed,missed,on-time,late,on-time,on-time,Senior
cust0111,18,43732.0,474.0,0.233754041,5,0,76774.0,0.239111606,self-employed,15,platinum,los angeles,missed,missed,on-time,late,late,late,Young
cust0112,42,16015.0,332.0,0.555665812,5,0,8828.0,0.208318216,self-employed,19,platinum,los angeles,late,missed,late,late,late,on-time,Mid Career
cust0113,24,153311.0,475.0,0.48418425,0,1,692.0,0.438264194,employed,18,standard,houston,missed,late,late,late,missed,on-time,Young
cust0114,26,107658.0,725.0,0.20394318,1,0,77743.0,0.466004249,employed,9,student,houston,on-time,late,late,late,on-time,on-time,Early Career
cust0115,41,138961.0,826.0,0.629183565,0,0,32588.0,0.1,self-employed,16,student,los angeles,on-time,on-time,missed,late,missed,late,Mid Career
cust0116,18,121884.0,586.0,0.774861903,4,0,45776.0,0.309285762,retired,12,gold,los angeles,on-time,late,late,late,missed,late,Young
cust0117,61,19835.0,629.0,0.380301277,3,1,55980.0,0.274812169,unemployed,12,business,los angeles,late,late,missed,missed,missed,missed,Senior
cust0118,25,84724.0,655.0,0.151803629,5,0,22510.0,0.364912014,emp,6,gold,houston,late,late,on-time,late,on-time,late,Young
cust0119,41,125448.0,644.0,0.358174723,1,1,82909.0,0.494266812,employed,9,gold,los angeles,on-time,late,on-time,missed,late,missed,Mid Career
cust0120,28,134156.0,584.0,0.670892125,2,0,30509.0,0.251594298,employed,1,business,new york,late,missed,late,late,on-time,missed,Early Career
cust0121,68,190333.0,526.0,0.609705972,2,0,45776.0,0.1,emp,3,standard,houston,missed,on-time,missed,on-time,on-time,missed,Retired
cust0122,34,125226.0,354.0,0.315513463,3,0,35598.0,0.35790077,employed,5,student,new york,late,on-time,on-time,late,missed,on-time,Early Career
cust0123,25,80953.0,623.0,0.804234428,1,1,71588.0,0.438996407,emp,17,gold,chicago,on-time,on-time,missed,missed,on-time,missed,Young
cust0124,52,129692.0,522.0,0.769656013,0,0,36955.0,0.269624022,self-employed,5,business,houston,late,on-time,on-time,late,on-time,late,Senior
cust0125,52,199402.0,427.0,0.353398787,0,1,45776.0,0.229496252,emp,16,platinum,chicago,on-time,on-time,late,on-time,missed,missed,Senior
cust0126,50,90880.0,800.0,0.351341999,4,1,89537.0,0.256274059,employed,13,gold,los angeles,on-time,on-time,missed,late,on-time,late,Mid Career
cust0127,22,118081.0,623.0,0.381434413,4,0,16034.0,0.385020537,emp,10,student,los angeles,late,on-time,late,missed,late,on-time,Young
cust0128,59,115497.0,693.0,0.398533445,0,0,89537.0,0.254553906,unemployed,18,standard,phoenix,on-time,late,late,missed,missed,late,Senior
cust0129,56,199402.0,777.0,0.690107602,2,1,96507.0,0.33287603,retired,1,gold,los angeles,late,missed,on-time,missed,missed,missed,Senior
cust0130,58,166836.0,781.0,0.585065812,5,0,76445.0,0.302780292,self-employed,2,gold,chicago,on-time,on-time,missed,missed,late,missed,Senior
cust0131,45,187627.0,766.0,0.675415754,2,0,20052.0,0.292462039,emp,10,business,los angeles,on-time,on-time,on-time,on-time,missed,late,Mid Career
cust0132,24,73141.0,717.0,0.634713029,4,0,36913.0,0.370129233,employed,5,platinum,houston,late,late,missed,late,missed,on-time,Young
cust0133,26,180983.0,427.0,0.842905414,3,0,77209.0,0.25214201,retired,13,platinum,los angeles,missed,late,missed,late,missed,late,Early Career
cust0134,25,168772.0,388.0,0.288122891,0,1,94363.0,0.256941344,self-employed,18,standard,phoenix,missed,on-time,on-time,missed,missed,missed,Young
cust0135,29,16252.0,441.0,0.576071706,4,0,96056.0,0.379760285,employed,15,student,los angeles,late,on-time,late,on-time,missed,late,Early Career
cust0136,51,118333.0,346.0,0.065235749,4,0,20081.0,0.201307468,employed,6,standard,chicago,on-time,on-time,missed,missed,missed,late,Senior
cust0137,50,192247.0,387.0,0.236608885,5,0,28730.0,0.211977981,unemployed,7,gold,chicago,missed,missed,on-time,missed,on-time,on-time,Mid Career
cust0138,65,199294.0,505.0,0.485029323,0,0,85107.0,0.173968571,employed,18,gold,los angeles,late,late,missed,missed,on-time,on-time,Senior
cust0139,72,138961.0,402.0,0.583641323,5,1,42556.0,0.384901091,unemployed,19,platinum,chicago,missed,on-time,on-time,late,late,on-time,Retired
cust0140,40,129548.0,794.0,0.479636852,0,0,16693.0,0.289476303,emp,15,student,chicago,on-time,on-time,on-time,late,late,on-time,Mid Career
cust0141,41,58088.0,567.0,0.386561516,5,0,10951.0,0.168638485,self-employed,6,business,phoenix,on-time,late,missed,on-time,missed,on-time,Mid Career
cust0142,54,30485.0,617.0,0.422116425,2,0,76861.0,0.385380856,emp,8,student,houston,late,on-time,missed,late,missed,late,Senior
cust0143,52,178165.0,823.0,0.773888195,3,0,19977.0,0.244445784,unemployed,12,gold,phoenix,on-time,late,on-time,missed,on-time,late,Senior
cust0144,61,77292.0,414.0,0.423193564,3,1,60348.0,0.212832192,unemployed,0,business,new york,on-time,late,missed,on-time,on-time,on-time,Senior
cust0145,57,107658.0,694.0,0.849848324,0,0,3494.0,0.280432144,unemployed,7,student,phoenix,on-time,missed,on-time,missed,late,on-time,Senior
cust0146,39,41790.0,681.0,0.658803415,1,0,17913.0,0.447872361,retired,3,student,los angeles,missed,late,on-time,late,late,missed,Mid Career
cust0147,44,31364.0,757.0,0.591507469,6,0,10942.0,0.26050378,employed,2,business,houston,late,on-time,late,missed,late,on-time,Mid Career
cust0148,52,129692.0,826.0,0.261280618,4,1,5539.0,0.357533886,self-employed,2,gold,los angeles,missed,late,missed,late,late,late,Senior
cust0149,18,15404.0,588.0,0.687047632,4,0,91432.0,0.372708002,emp,12,student,new york,on-time,on-time,on-time,late,on-time,on-time,Young
cust0150,52,32955.0,302.0,0.401245884,0,0,19796.0,0.34432733,emp,7,business,houston,late,on-time,on-time,late,on-time,late,Senior
cust0151,54,53513.0,328.0,0.261112048,5,0,95276.0,0.427107165,employed,6,gold,chicago,on-time,late,late,missed,late,missed,Senior
cust0152,64,189197.0,524.0,0.602568723,1,1,6118.0,0.2292884,unemployed,0,business,phoenix,on-time,missed,on-time,late,on-time,late,Senior
cust0153,31,97986.0,326.0,0.222410788,2,0,34897.0,0.195666516,unemployed,15,business,los angeles,on-time,late,missed,on-time,missed,missed,Early Career
cust0154,20,107658.0,718.0,0.347551708,5,0,39006.0,0.193703334,unemployed,5,student,new york,on-time,missed,missed,late,late,missed,Young
cust0155,18,116570.0,823.0,0.497976818,5,0,36342.0,0.285553158,emp,6,gold,chicago,missed,missed,missed,late,late,late,Young
cust0156,22,119185.0,711.0,0.943684285,0,0,44454.0,0.205295334,employed,11,student,phoenix,late,missed,on-time,late,missed,missed,Young
cust0157,43,136465.0,823.0,0.362616849,0,0,92381.0,0.314754091,employed,8,standard,chicago,on-time,late,late,late,late,missed,Mid Career
cust0158,72,21801.0,805.0,0.408356696,4,1,95267.0,0.307698842,retired,10,standard,phoenix,on-time,on-time,late,late,missed,missed,Retired
cust0159,31,15404.0,316.0,0.646469011,0,0,71791.0,0.40185733,self-employed,9,gold,houston,late,on-time,on-time,on-time,missed,on-time,Early Career
cust0160,56,54081.0,566.0,0.252340862,0,0,43927.0,0.329114431,employed,0,business,chicago,on-time,late,missed,on-time,late,on-time,Senior
cust0161,44,74494.0,319.0,0.588561276,0,0,48397.0,0.258384814,emp,17,student,chicago,on-time,late,missed,on-time,on-time,late,Mid Career
cust0162,26,89740.0,385.0,0.741185362,4,0,96485.0,0.34108492,retired,3,student,chicago,late,missed,missed,late,on-time,late,Early Career
cust0163,32,116570.0,402.0,0.438581023,2,0,26000.0,0.196980598,retired,4,gold,houston,missed,missed,on-time,late,late,late,Early Career
cust0164,32,117795.0,670.0,0.705230856,2,1,14417.0,0.296185931,retired,8,gold,new york,missed,missed,on-time,missed,on-time,on-time,Early Career
cust0165,43,97844.0,391.0,0.558289985,6,0,45776.0,0.331940123,unemployed,16,standard,phoenix,missed,late,late,missed,missed,late,Mid Career
cust0166,59,100999.0,457.0,0.353863607,6,0,50989.0,0.31293176,self-employed,2,platinum,chicago,missed,missed,late,on-time,late,missed,Senior
cust0167,30,21970.0,328.0,0.460439063,0,0,85107.0,0.341506509,emp,15,gold,houston,on-time,on-time,missed,missed,late,on-time,Early Career
cust0168,68,185883.0,604.0,0.424048532,6,0,13761.0,0.235595398,emp,4,platinum,new york,on-time,late,missed,missed,on-time,late,Retired
cust0169,49,53513.0,339.0,0.482472348,4,0,26549.0,0.41520314,retired,15,gold,phoenix,on-time,late,missed,on-time,missed,late,Mid Career
cust0170,56,150230.0,766.0,0.53054358,2,0,5539.0,0.482216895,emp,2,business,houston,on-time,missed,on-time,on-time,late,on-time,Senior
cust0171,66,38959.0,310.0,0.617639987,5,1,67460.0,0.139732386,self-employed,19,business,phoenix,missed,late,late,missed,late,on-time,Retired
cust0172,69,172504.0,677.0,0.60173365,2,0,98999.0,0.1784402,self-employed,14,standard,chicago,missed,on-time,on-time,missed,on-time,late,Retired
cust0173,49,101188.0,818.0,0.05,2,0,74403.0,0.304308301,employed,2,standard,new york,on-time,on-time,missed,on-time,on-time,late,Mid Career
cust0174,21,47217.0,383.0,0.480538362,4,1,31316.0,0.274344902,employed,19,platinum,houston,on-time,late,on-time,missed,missed,missed,Young
cust0175,47,72458.0,407.0,0.198115617,6,0,37445.0,0.489641241,employed,13,gold,new york,late,missed,missed,late,late,late,Mid Career
cust0176,54,76476.0,788.0,0.44485455,5,0,69963.0,0.321978432,self-employed,15,student,chicago,on-time,missed,late,missed,missed,late,Senior
cust0177,40,159356.0,339.0,0.475242082,4,0,68636.0,0.439254525,self-employed,16,standard,new york,late,on-time,missed,on-time,missed,late,Mid Career
cust0178,56,165580.0,447.0,0.695229672,0,0,45776.0,0.1,self-employed,19,student,new york,late,late,late,late,on-time,on-time,Senior
cust0179,62,108610.0,446.0,0.493976907,3,0,11061.0,0.381416948,employed,17,student,los angeles,late,late,missed,late,on-time,missed,Senior
cust0180,32,182280.0,467.0,0.551843604,2,0,74433.0,0.228448318,retired,17,gold,new york,late,late,on-time,late,missed,missed,Early Career
cust0181,60,127816.0,638.0,0.658611276,3,0,50183.0,0.226845743,retired,13,platinum,phoenix,on-time,missed,late,missed,on-time,late,Senior
cust0182,46,149415.0,605.0,0.745550452,4,0,30549.0,0.275164197,emp,17,gold,houston,late,late,on-time,missed,missed,on-time,Mid Career
cust0183,53,120616.0,469.0,0.475397215,4,0,69666.0,0.157541636,retired,14,standard,los angeles,late,missed,late,missed,on-time,missed,Senior
cust0184,30,199943.0,429.0,0.518835888,4,0,10951.0,0.344278553,unemployed,14,student,houston,late,late,late,missed,late,missed,Early Career
cust0185,49,178551.0,811.0,0.50200466,3,0,47721.0,0.319071497,employed,5,gold,houston,on-time,late,on-time,missed,late,late,Mid Career
cust0186,24,68932.0,792.0,0.391480207,4,0,84521.0,0.326619225,self-employed,14,gold,chicago,on-time,on-time,missed,late,late,on-time,Young
cust0187,68,23702.0,401.0,0.346176955,0,0,31198.0,0.388703102,retired,17,gold,chicago,late,late,missed,on-time,on-time,on-time,Retired
cust0188,39,107658.0,826.0,0.05,4,1,7796.0,0.451478205,employed,3,standard,los angeles,missed,on-time,late,on-time,on-time,late,Mid Career
cust0189,45,67528.0,526.0,0.284667813,1,0,64950.0,0.263628895,retired,7,platinum,chicago,on-time,on-time,on-time,late,missed,late,Mid Career
cust0190,19,162851.0,523.0,0.144273833,6,0,44437.0,0.347735064,employed,14,gold,chicago,missed,on-time,on-time,late,on-time,late,Young
cust0191,59,183513.0,800.0,0.751039697,3,1,49016.0,0.329298821,self-employed,2,standard,chicago,missed,on-time,late,late,late,on-time,Senior
